,fuel,make,odometer,price,title status,transmission,VIN,condition,drive,paint color,type,cylinders,size,price_num
824, gas,2019 mazda cx-3, 13400,"$26,985", clean, automatic, JM1DKFD79K0411051, excellent, 4wd, grey, SUV, 4 cylinders, compact,26985
825, gas,2015 ford f-150, 124000,"$32,000", clean, automatic,, like new, 4wd, black, truck, 8 cylinders, full-size,32000
826, gas,2018 Honda Accord, 36278,"$27,995", clean, automatic, 1HGCV1F93JA806406, excellent, fwd,, sedan,,,27995
827, gas,2019 mazda cx-5 gx, 14132,"$26,996", clean, automatic, JM3KFBBL0K0623980, excellent, 4wd, grey, SUV, 4 cylinders, mid-size,26996
828, gas,2015 honda civic, 48200,"$18,000", clean, automatic,, excellent, fwd, blue,, 4 cylinders,,18000
829, gas,2009 mercedes benz b200, 185000,"$4,500", rebuilt, automatic,, excellent, fwd, blue, hatchback, 4 cylinders,,4500
830, gas,2011 mercedes benz glk 350, 166998,"$12,900", clean, automatic,, excellent, 4wd, silver, SUV, 6 cylinders, full-size,12900
831, gas,2017 Jeep Wrangler Unlimited Sport, 30434,"$33,888", clean, automatic,, like new, 4wd, blue, SUV, 6 cylinders,,33888
832, gas,2020 jeep gladiator, 9000,"$67,588", clean, automatic,, new, 4wd, silver, offroad, 6 cylinders, full-size,67588
833, gas,2018 mazda cx-5 gt awd, 31568,"$27,196", clean, automatic, JM3KFBDM9J0348310, excellent, 4wd, white, SUV, 4 cylinders, mid-size,27196
834, gas,2012 mercedes benz glk350, 150240,"$13,900", clean, automatic,, excellent, 4wd, white, SUV, 6 cylinders, full-size,13900
835, gas,2017 alfa romeo giulia quadrifoglio, 19800,$899, clean, automatic,, like new, rwd, black, sedan, 6 cylinders, mid-size,899
836, gas,2018 mazda cx-5 gt awd, 51143,"$27,968", clean, automatic, JM3KFBDMXJ0375600, excellent, 4wd, white, SUV, 4 cylinders, mid-size,27968
837, gas,2002 honda accord 2-door coupe, 239500,"$1,450", clean, automatic,, fair, fwd, silver, coupe, 4 cylinders,,1450
838, gas,2011 mini cooper, 80590,"$8,900", clean, automatic,, excellent, fwd, brown, hatchback, 4 cylinders, compact,8900
839, gas,2017 honda crv ex awd, 47132,"$27,968", clean, automatic, 2HKRW2H57HH103562, excellent, 4wd, black, SUV, 4 cylinders, mid-size,27968
840, gas,2017 honda crv ex awd, 47132,"$27,968", clean, automatic, 2HKRW2H57HH103562, excellent, 4wd, black, SUV, 4 cylinders, mid-size,27968
841, gas,2018 mazda mazda6 signature, 42134,"$27,986", clean, automatic, JM1GL1XY6J1304436, excellent, fwd, red, sedan, 4 cylinders, mid-size,27986
842, gas,2018 mazda mazda6 signature, 17869,"$27,986", clean, automatic, JM1GL1XYXJ1305945, excellent, fwd, black, sedan, 4 cylinders, mid-size,27986
843, gas,2006 dodge charger r/t, 135000,"$8,199", rebuilt, automatic, 2B3KA53H76H306638, like new,, red,,,,8199
844, gas,1998 audi a6 quattro, 152000,"$3,000", clean, automatic,,, 4wd, green, sedan, 6 cylinders,,3000
845, gas,2014 BMW 328i, 82267,"$20,778", clean, automatic, WBA3B3C50EF544936, excellent, 4wd, black, sedan,,,20778
846, gas,2018 mazda cx-5 gt awd, 56650,"$27,986", clean, automatic, JM3KFBDMXJ0357260, excellent, 4wd, blue, SUV, 4 cylinders, mid-size,27986
847, gas,2011 mitsubishi outlander, 168165,"$9,900", clean, automatic,, excellent, 4wd, brown, SUV, 6 cylinders, full-size,9900
848, gas,2018 Honda Accord, 19058,"$30,450", clean, automatic, 1HGCV1F93JA810536, excellent, fwd,, sedan,,,30450
849, gas,2018 mazda cx-5, 49500,"$27,986", clean, automatic, JM3KFBCM7J0313265, excellent, 4wd, white, SUV, 4 cylinders, mid-size,27986
850, gas,2020 Jeep Cherokee Trailhawk, 20206,"$31,794", clean, automatic,, like new, 4wd, black, SUV, 6 cylinders,,31794
851, gas,2004 Volvo XC70, 289000,"$1,500", clean, automatic,, good, 4wd,, wagon,, full-size,1500
852, gas,2006 honda ridgeline, 237500,"$6,500", clean, automatic,,,, green,, 6 cylinders,,6500
853, gas,2019 mazda cx-5 gs awd, 26142,"$28,490", clean, automatic, JM3KFBCM3K1531618, excellent, 4wd, blue, SUV, 4 cylinders, mid-size,28490
854, electric,2018 nissan leaf, 34365,"$27,900", clean, automatic,, like new, fwd, white, hatchback,, compact,27900
855, gas,2012 mazda mazda3, 76400,"$12,990", clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders, full-size,12990
856, gas,2017 BMW M2, 18738,"$50,900", clean, automatic, WBS1H9C39HV888763,,,,,,,50900
857, gas,2019 mazda cx-5 gs, 16095,"$28,846", clean, automatic, JM3KFBCM1K0562548, excellent, 4wd, red, SUV, 4 cylinders, mid-size,28846
858, gas,2015 land rover lr2 hse, 66000,"$24,800", clean, automatic,, excellent, 4wd, grey, SUV, 4 cylinders, full-size,24800
859, gas,2019 Toyota Corolla Hatchback, 28588,"$20,998", clean, automatic,,, , custom, sedan,,,20998
860, gas,2016 nissan sentra, 26110,"$14,900", clean, automatic,, like new, fwd, black, sedan, 4 cylinders, full-size,14900
861, gas,2003 toyota rav4, 325000,"$3,800", clean, manual,,,,,,,,3800
862, hybrid,2010 toyota prius, 126000,"$11,000", clean, automatic,,,,,,,,11000
863, gas,2004 Toyota echo, 215000,"$2,950", clean, manual,, excellent, fwd,,, 4 cylinders,,2950
864, gas,2013 Nissan Altima, 98195,"$9,900", clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders, full-size,9900
865, gas,2006 volvo xc90 awd, 193000,"$5,700", clean, automatic,, excellent, 4wd, blue, SUV, 5 cylinders, full-size,5700
866, gas,2014 BMW 320i, 76255,"$18,888", clean, manual, WBA3B1C50EF078462, excellent, rwd,, sedan,,,18888
867, gas,2014 subaru crosstrek XV, 122507,"$16,995", clean, manual,, excellent, 4wd, black, wagon, 4 cylinders, compact,16995
868, gas,2018 Honda Accord, 45042,"$25,750", clean, automatic, 1HGCV1F30JA802633, excellent, fwd,, sedan,,,25750
869, gas,2016 Porsche 911, 18688,"$112,895", clean, automatic, WP0AB2A96GS122271, excellent, rwd, black, coupe, 6 cylinders,,112895
870, gas,2008 porsche 911 carrera, 63878,"$59,900", clean, automatic,, excellent, 4wd, black, coupe, 6 cylinders, compact,59900
871, gas,2014 2014 Mercedes c350, 93000,"$22,500", clean, automatic,, excellent, 4wd, grey, sedan, 6 cylinders, mid-size,22500
872, gas,2003 mercedes benz c240, 92789,"$3,600", rebuilt, automatic,, like new, rwd, grey, sedan,, full-size,3600
873, gas,2003 mercedes-benz c240, 92789,"$3,600", rebuilt, automatic,, like new, rwd, grey, sedan,, full-size,3600
874, gas,1974 mgb roadster, 84200,"$6,900", clean, manual,, excellent, rwd, orange, convertible, 4 cylinders,,6900
875, gas,2004 mazda 3, 179,"$3,700", clean, automatic,, excellent,, white, hatchback, 4 cylinders,,3700
876, gas,2017 toyota sienna, 25720,"$33,900", clean, automatic,, like new, fwd, white, mini-van, 6 cylinders, full-size,33900
877, gas,1996 ford fusion, 200000,"$1,200", parts only, automatic,, good, rwd, green, pickup, 6 cylinders, mid-size,1200
878, gas,2018 Honda Accord, 44986,"$25,450", clean, automatic, 1HGCV1F32JA806666, excellent, fwd,, sedan,,,25450
879, gas,2015 mercedes benz s550, 65658,"$52,995", clean, automatic,, like new, 4wd, black, sedan, 8 cylinders, full-size,52995
880, electric,2019 Tesla model 3, 20380,"$69,450", clean, automatic,, like new, 4wd, white, sedan, other, mid-size,69450
881, gas,2019 Ford Mustang, 3410,"$29,800", clean, automatic,, like new, rwd, red, coupe, 4 cylinders, mid-size,29800
882, gas,2019 Toyota Yaris, 6200,"$13,500", rebuilt, automatic, VNKKTUD31KA104190, excellent, fwd, grey, hatchback, 4 cylinders, compact,13500
883, gas,2001 nissan xtrail, 84800,"$12,500", clean, automatic,, like new, 4wd, white, SUV, 4 cylinders, mid-size,12500
884, gas,2013 fiat 500, 73940,"$5,300", clean, automatic,, excellent, fwd, white, hatchback, 4 cylinders, sub-compact,5300
885, gas,2019 Honda Ridgeline, 50418,"$41,500", clean, automatic, 5FPYK3F77KB502017, excellent, 4wd,, pickup,,,41500
886, gas,1969 Dodge dart, 70000,"$13,000", clean, manual,,,,,,,,13000
887, gas,2005 jaguar s type r, 202000,"$7,500", clean, automatic,, excellent, rwd, black,, 8 cylinders, mid-size,7500
888, gas,2011 subaru outback, 113411,"$15,995", clean, automatic,, excellent, 4wd, grey, wagon, 6 cylinders, mid-size,15995
889, gas,2020 Jeep Compass Limited, 13533,"$30,988", clean, automatic,, like new, 4wd, red, SUV, 4 cylinders,,30988
890, gas,2018 Toyota Prius C, 91615,"$18,998", clean, automatic,,, , custom, sedan,,,18998
891, gas,2012 ford edge sel awd, 163100,"$8,500", rebuilt, automatic, 2FMDK4JC7CBA74672, excellent, 4wd, grey, SUV, 6 cylinders, full-size,8500
892, gas,2020 Jeep Compass Limited, 22943,"$29,999", clean, automatic,, like new, 4wd, white, SUV, 4 cylinders,,29999
893, gas,2020 mazda mazda3 sport gt, 15048,"$28,996", clean, automatic, JM1BPBMM6L1150271, like new, 4wd, black, hatchback, 4 cylinders, compact,28996
894, gas,2015 toyota tacoma trd sport 4x4, 86537,"$36,500", clean, automatic,, excellent, 4wd, grey, truck, 6 cylinders, mid-size,36500
895, gas,2017 dodge challenger r/t, 20000,"$38,850", clean, automatic,, like new,,,,,,38850
896, gas,2017 honda hr-v ex-l w/navi, 74755,"$20,900", clean, automatic, 3CZRU6H76HM107475, excellent, 4wd, black, SUV, 4 cylinders, mid-size,20900
897, gas,1999 honda civic, 317000,"$1,400", clean, automatic,,,,,,,,1400
898, gas,2019 honda accord sport, 21828,"$28,996", clean, automatic, 1HGCV1F37KA802159, like new, fwd, silver, sedan, 4 cylinders, mid-size,28996
899, gas,2019 mazda cx-5 gt awd, 40200,"$29,960", clean, automatic, JM3KFBDM7K0515281, excellent, 4wd, blue, SUV, 4 cylinders, mid-size,29960
900, gas,2012 audi q5 3.2 quattro premium, 101600,"$15,600", clean, automatic,, excellent, 4wd, silver, SUV, 6 cylinders, full-size,15600
901, gas,2008 nissan versa, 262000,"$1,950", clean, automatic,,,,,,,,1950
902, gas,2017 mazda cx-9 gt awd, 57502,"$29,965", clean, automatic, JM3TCBDY4H0142628, excellent, 4wd, white, SUV, 4 cylinders, full-size,29965
903, gas,2019 Honda Pilot, 25082,"$35,950", clean, automatic, 5FNYF6H34KB501755, excellent, 4wd,, SUV,,,35950
904, gas,2017 mazda cx-9 gt awd, 57502,"$29,965", clean, automatic, JM3TCBDY4H0142628, excellent, 4wd, white, SUV, 4 cylinders, full-size,29965
905, gas,2009 mazda mazda5, 226000,"$3,880", clean, automatic,, excellent, 4wd, grey, mini-van, 4 cylinders, mid-size,3880
906, gas,2018 mazda cx-5, 27138,"$29,965", clean, automatic, JM3KFBDM0J0365514, excellent, 4wd, grey, SUV, 4 cylinders, mid-size,29965
907, gas,2018 2018 bmw 750 xdrive, 40000,"$1,149", clean, automatic,, like new, 4wd, grey, sedan, 6 cylinders, full-size,1149
908, gas,2018 mazda mazda6 signature, 20854,"$29,986", clean, automatic, JM1GL1XYXJ1322552, excellent, fwd, grey, sedan, 4 cylinders, mid-size,29986
909, gas,2014 mazda mazda3, 171000,"$8,980", clean, automatic,, excellent, fwd, grey, sedan, 4 cylinders, mid-size,8980
910, gas,2018 mazda cx-5 gt awd, 20986,"$29,986", clean, automatic, JM3KFBDM6J0377473, excellent, fwd, silver, SUV, 4 cylinders, mid-size,29986
911, gas,2007 jeep compass, 183000,"$5,800", clean, automatic,, excellent, 4wd, black, SUV, 4 cylinders, mid-size,5800
912, gas,2018 mazda cx-5 gt awd, 27520,"$29,986", clean, automatic, JM3KFBDM9J0375121, excellent, 4wd, blue, SUV, 4 cylinders, mid-size,29986
913, gas,1999 Honda Civic, 296019,$900, clean, manual,, good,, red,,, compact,900
914, gas,2019 Lexus RX350 F-Sport 2, 23609,"$55,945", clean, automatic, 2T2BZMCA6KC188876, excellent,,,,,,55945
915, gas,2006 toyota rav4, 290000,"$5,880", clean, automatic,, excellent, 4wd, blue, SUV, 4 cylinders, mid-size,5880
916, gas,2016 Lexus is300 AWD FSport, 78500,"$28,500", clean, automatic,, excellent, 4wd, grey, sedan, 6 cylinders, full-size,28500
917, gas,2016 lexus is 300 f sport, 78000,"$28,500", clean, automatic,, like new, 4wd, grey, sedan, 6 cylinders, full-size,28500
918, gas,2005 toyota corolla, 243000,"$3,995", clean, automatic,, excellent, fwd, blue, sedan, 4 cylinders, mid-size,3995
919, gas,2015 kia forte, 32977,"$8,641", clean, manual,, excellent, fwd, white, sedan, 4 cylinders,,8641
920, gas,2011 ford f-150, 248000,"$14,995", clean, automatic,, excellent, 4wd, black, truck, 8 cylinders, full-size,14995
921, diesel,2016 2016 ram 1500, 84000,"$49,998", clean, automatic,, like new, 4wd, grey, pickup, 6 cylinders, full-size,49998
922, gas,2019 Honda Fit, 39677,"$18,900", clean, automatic, 3HGGK5H53KM102822, excellent, fwd,, hatchback,,,18900
923, gas,2015 Hyundai Accent GL, 88500,"$8,350", clean, manual,, excellent,, white, hatchback,,,8350
924, gas,2007 dodge caravan, 203000,"$5,700", clean, automatic,, excellent,, white, mini-van,,,5700
925, gas,2005 Chrysler 300C Hemi, 90820,"$14,980", clean, automatic,, like new, rwd, black,, 8 cylinders,,14980
926, gas,2019 mazda cx-5 gs, 23162,"$29,986", clean, automatic, JM3KFBCM6K0558477, excellent, 4wd, white, SUV, 4 cylinders, mid-size,29986
927, gas,2017 Jeep Compass Trailhawk, 44385,"$25,663", clean, automatic,, like new, 4wd, black, SUV, 4 cylinders,,25663
928, gas,2008 porsche cayenne S, 135000,"$24,500", clean, automatic,, excellent, 4wd, black, SUV, 8 cylinders, full-size,24500
929, gas,2008 Porshe Cayenne S, 135000,"$24,500", clean, automatic,, excellent, rwd, black, SUV, 8 cylinders, full-size,24500
930, gas,2000 bmw, 317,"$1,900", clean, automatic,,,,,,,,1900
931, gas,2013 chevrolet trax, 112170,"$10,306", clean, automatic,, excellent, fwd, white, SUV, 4 cylinders,,10306
932, gas,2016 Lexus NX 200t, 67605,"$29,998", clean, automatic,,, , custom, sedan,,,29998
933, gas,2020 dodge ram 1500 laramie, 47624,"$54,998", clean, automatic,, excellent, 4wd, black,, 8 cylinders,,54998
934, gas,2018 bmw 440i xdrive, 49000,$660, clean, automatic,,,,,,,,660
935, gas,2019 Honda Fit, 39678,"$18,950", clean, automatic, 3HGGK5H55KM102823, excellent, fwd,, hatchback,,,18950
936, gas,2019 mazda cx-3, 5580,"$29,986", clean, automatic, JM1DKFD72K0437457, excellent, 4wd, red, SUV, 4 cylinders, compact,29986
937, gas,2021 CHEVROLET COLORADO, 15,"$29,598", clean, automatic,, new,,,, 4 cylinders,,29598
938, gas,2017 bmw x3 xdrive28i, 33142,"$31,960", clean, automatic, 5UXWX9C32H0W66805, excellent, 4wd, grey, SUV, 4 cylinders, mid-size,31960
939, gas,2018 dodge grand caravan sxt, 37270,"$21,700", clean, automatic,, like new, fwd, white, mini-van, 6 cylinders, full-size,21700
940, gas,2017 mazda cx-3, 42738,"$19,573", clean, automatic,, excellent, 4wd, black,, 4 cylinders,,19573
941, gas,2017 Jeep Cherokee Sport, 57235,"$21,664", clean, automatic,, like new, 4wd, red, SUV, 4 cylinders,,21664
942, gas,2011 Chevrolet Avalanche LTZ, 201090,"$19,980", clean, automatic,, excellent, 4wd, white,, 8 cylinders,,19980
943, gas,2018 mazda cx-5 gt awd, 13308,"$31,965", clean, automatic, JM3KFBDM3J0377348, excellent, 4wd, silver, SUV, 4 cylinders, mid-size,31965
944, gas,2013 2013 infiniti jx35, 139000,"$20,000", clean, automatic,, excellent, fwd, white, SUV, 6 cylinders, full-size,20000
945, gas,1981 vw vanagon westfalia, 130000,"$6,000", clean, manual,, fair, rwd,,, 4 cylinders,,6000
946, gas,2008 nissan versa sl hatchback, 90000,"$5,600", clean, automatic,, good, fwd, blue, hatchback, 4 cylinders, compact,5600
947, gas,2018 mercedes benz gla250, 40000,"$31,990", clean, automatic, WDCTG4GB2JJ444249, excellent, 4wd, blue, SUV, 4 cylinders, compact,31990
948, gas,2019 mazda cx-9, 32784,"$34,923", clean, automatic,, excellent, 4wd, black, SUV, 4 cylinders,,34923
949, gas,2011 mercedes benz, 143000,"$8,990", clean, automatic,, excellent, rwd, white, sedan, 6 cylinders, mid-size,8990
950, gas,2020 Ram 2500 Big Horn HEMI, 14071,"$54,888", clean, automatic,, like new, 4wd, silver, truck, 8 cylinders,,54888
951, gas,2019 Honda CR-V, 44101,"$27,995", clean, automatic, 2HKRW2H23KH111669, excellent, 4wd,, SUV,,,27995
952, gas,2018 mazda cx-9, 23500,"$32,968", clean, automatic, JM3TCBCY6J0218826, excellent, 4wd, white, SUV, 4 cylinders, full-size,32968
953, gas,2018 Acura RDX Elite, 47295,"$33,533", clean, automatic,,,,,, 6 cylinders,,33533
954, gas,2018 mazda cx-9 gt awd, 41312,"$33,968", clean, automatic, JM3TCBDY8J0217840, excellent, 4wd, white, SUV, 4 cylinders, full-size,33968
955, gas,2006 mercedes benz clk500, 67000,"$13,500", clean, automatic, WDBTJ75J76F181512, like new, rwd, silver, coupe, 8 cylinders, full-size,13500
956, gas,1998 1998 Mercedes Benz E320, 66500,"$7,500", clean, automatic, WDBJF65F3WA658657, like new, rwd, red, sedan, 6 cylinders, full-size,7500
957, gas,1971 volvo p1800, 103286,"$25,900", clean, automatic,, good, rwd, blue, coupe,,,25900
958, gas,2021 mazda mazda3 sport gt, 1877,"$37,900", clean, automatic, JM1BPBMY1M1321660, like new, 4wd, grey, hatchback, 4 cylinders, compact,37900
959, gas,2019 mazda cx-9 signature, 20100,"$37,990", clean, automatic, JM3TCBEY4K0315876, excellent, 4wd, grey, SUV, 4 cylinders, full-size,37990
960, gas,1998 1998 Mercedes Benz E320, 66500,"$7,500", clean, automatic, WDBJF65F3WA658657, like new, rwd, red, sedan, 6 cylinders, full-size,7500
961, gas,1971 volvo p1800, 103286,"$25,900", clean, automatic,, good, rwd, blue, coupe,,,25900
962, gas,2021 mazda mazda3 sport gt, 1877,"$37,900", clean, automatic, JM1BPBMY1M1321660, like new, 4wd, grey, hatchback, 4 cylinders, compact,37900
963, gas,2019 mazda cx-9 signature, 20100,"$37,990", clean, automatic, JM3TCBEY4K0315876, excellent, 4wd, grey, SUV, 4 cylinders, full-size,37990
964, diesel,2017 Range Rover TD6, 53345,"$78,888", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders,,78888
965, gas,2015 subaru brz, 15454,"$21,998", clean, manual,, like new, rwd, blue,, 4 cylinders,,21998
966, gas,2019 mazda cx-9 signature, 23000,"$39,998", clean, automatic, JM3TCBEY9K0319504, excellent, 4wd, white, SUV, 4 cylinders, full-size,39998
967, gas,2018 Porsche Macan S, 19000,"$68,095", clean, automatic,, excellent,, white,, 6 cylinders,,68095
968, gas,2017 Acura RDX Tech, 17362,"$32,995", clean, automatic,,,,,,,,32995
969, gas,2019 mazda cx-9 gt awd, 15526,"$41,900", clean, automatic, JM3TCBEY6K0319850, excellent, 4wd, grey, SUV, 4 cylinders, full-size,41900
970, gas,2020 ram 1500 big horn, 51825,"$44,325", clean, automatic,, excellent, 4wd, white,, 8 cylinders,,44325
971, diesel,2017 Range Rover Sport Autobiography, 62605,"$65,888", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders,,65888
972, gas,2016 mazda3, 84300,"$14,379", clean, manual,, excellent, fwd, red,, 4 cylinders,,14379
973, gas,2017 Ram 1500 Sport HEMI, 54253,"$41,888", clean, automatic,, like new, 4wd, white, truck, 8 cylinders,,41888
974, electric,2017 Tesla P100D, 75488,"$103,995", clean, automatic,,,,,,,,103995
975, gas,2018 ford f150 supercrew cab limited, 65000,"$51,000", salvage, automatic,, excellent, 4wd, black, truck, 6 cylinders, full-size,51000
976, gas,2018 gmc sierra sle 4x4, 78280,"$39,998", clean, automatic,, excellent, 4wd, white, truck, 8 cylinders, full-size,39998
977, diesel,2011 bmw 335d, 65961,"$19,999", clean, automatic,, excellent, 4wd, black, sedan, 6 cylinders, full-size,19999
978, gas,2016 Toyota Highlander, 53861,"$29,998", clean, automatic,,, , custom, sedan,,,29998
979, gas,2018 bmw 430 gran coupe, 32762,"$35,900", clean, automatic, WBA4J3C55JBG90714,, 4wd,,, 4 cylinders,,35900
980, gas,2009 bmw x5, 156000,"$10,980", clean, automatic,, excellent, 4wd, white, SUV, 6 cylinders, mid-size,10980
981, gas,2008 nissan rogue se, 280000,"$2,999", clean, automatic,, excellent, 4wd, white, SUV, 4 cylinders, compact,2999
982, gas,2016 Porsche Cayenne W/ Tip, 74073,"$44,095", clean, automatic,, excellent,, blue,, 6 cylinders,,44095
983, gas,2020 Ram 2500 Big Horn HEMI, 15451,"$54,888", clean, automatic,, like new, 4wd, white, truck, 8 cylinders,,54888
984, gas,2002 Harley Davidson V Rod, 25000,"$8,000", clean, manual,,,,,,,,8000
985, gas,2004 mercedes clk 320, 189900,"$5,800", clean, automatic,, good, rwd, black, coupe, 6 cylinders,,5800
